书名,作者,豆瓣评分,豆瓣链接
《玛格丽特小镇》,[美] 加·泽文,7.3,https://book.douban.com/subject/26787941/
《痛苦的中国人》,[奥] 彼得·汉德克,7.3,https://book.douban.com/subject/26878104/
《孤独小说家》,[日] 石田衣良,7.3,https://book.douban.com/subject/26735064/
《爱情没那么美好》,[法] 布里吉特·吉罗,7.3,https://book.douban.com/subject/5394486/
《知更鸟女孩》,[美] 查克·温迪格,7.3,https://book.douban.com/subject/26707942/
《孤独旅店：收留无处安放的孤单心事》,石尹,7.3,https://book.douban.com/subject/26717780/
《如果蜗牛有爱情》,丁墨,7.2,https://book.douban.com/subject/25767862/
《賢者之愛》,山田詠美,7.2,https://book.douban.com/subject/26785388/
《梦里花落知多少》,郭敬明,7.2,https://book.douban.com/subject/1016300/
《摆渡人》,[英]克莱儿·麦克福尔,7.1,https://book.douban.com/subject/26356948/
《废都》,贾平凹,7.1,https://book.douban.com/subject/1417905/
《庆祝无意义》,[法]米兰·昆德拉,7.0,https://book.douban.com/subject/25881325/
《火车上的女孩》,（英）宝拉·霍金斯,6.9,https://book.douban.com/subject/26609809/
《别相信任何人》,[英]S.J.沃森,6.9,https://book.douban.com/subject/6832303/
《我的朋友陈白露小姐》,海棠,6.9,https://book.douban.com/subject/24754720/
《中国特色的译文读者》,沈诞琦,6.8,https://book.douban.com/subject/26897973/
《第七天》,余华,6.8,https://book.douban.com/subject/24540864/
《永无止尽的约会》,丁丁张,6.6,https://book.douban.com/subject/26840426/
《孤独深处》,郝景芳,6.5,https://book.douban.com/subject/26791407/
《红色》,徐兵 孙强 著,0.0,https://book.douban.com/subject/26891238/
